,Date,SOI,PDO,AO,Year,Month,Day,Hour,PC1,PC2,PC1_2_Amp,MJO_Phase
6775,2005-06-11,,,,2005,6,11,,0.67999,0.8168,1.06281,5.0
6776,2005-06-12,,,,2005,6,12,,0.81321,0.89064,1.20605,5.0
6777,2005-06-13,,,,2005,6,13,,0.9616,0.93242,1.33943,6.0
6778,2005-06-14,,,,2005,6,14,,1.05336,0.85451,1.35637,6.0
6779,2005-06-15,,,,2005,6,15,,1.04377,0.84212,1.34112,6.0
6780,2005-06-16,,,,2005,6,16,,1.00593,0.95896,1.38978,6.0
6781,2005-06-17,,,,2005,6,17,,0.97745,0.9892,1.39066,5.0
6782,2005-06-18,,,,2005,6,18,,0.94874,0.85734,1.27873,6.0
6783,2005-06-19,,,,2005,6,19,,0.85149,0.65792,1.07606,6.0
6784,2005-06-20,,,,2005,6,20,,0.64379,0.53629,0.8379,6.0
6785,2005-06-21,,,,2005,6,21,,0.50649,0.43952,0.6706,6.0
6786,2005-06-22,,,,2005,6,22,,0.29814,0.33879,0.45129,5.0
6787,2005-06-23,,,,2005,6,23,,0.08224,0.27612,0.28811,5.0
6788,2005-06-24,,,,2005,6,24,,-0.11429,0.21576,0.24416,4.0
6789,2005-06-25,,,,2005,6,25,,-0.33153,0.11633,0.35134,3.0
6790,2005-06-26,,,,2005,6,26,,-0.50166,-0.00356,0.50167,2.0
6791,2005-06-27,,,,2005,6,27,,-0.59425,-0.06252,0.59753,2.0
6792,2005-06-28,,,,2005,6,28,,-0.61069,-0.10781,0.62013,2.0
6793,2005-06-29,,,,2005,6,29,,-0.4827,-0.13431,0.50104,2.0
6794,2005-06-30,,,,2005,6,30,,-0.37971,-0.08676,0.3895,2.0
6795,2005-07-01,0.06,0.063,-0.03,2005,7,1,,-0.23087,-0.04068,0.23443,2.0
6796,2005-07-02,,,,2005,7,2,,-0.08183,0.01447,0.0831,3.0
6797,2005-07-03,,,,2005,7,3,,0.06468,0.0649,0.09163,5.0
6798,2005-07-04,,,,2005,7,4,,0.24629,0.1134,0.27114,6.0
6799,2005-07-05,,,,2005,7,5,,0.44934,0.17192,0.4811,6.0
6800,2005-07-06,,,,2005,7,6,,0.70694,0.13479,0.71968,6.0
6801,2005-07-07,,,,2005,7,7,,0.90152,0.07056,0.90428,6.0
6802,2005-07-08,,,,2005,7,8,,0.98478,0.0162,0.98492,6.0
6803,2005-07-09,,,,2005,7,9,,1.05499,-0.11239,1.06096,7.0
6804,2005-07-10,,,,2005,7,10,,1.10243,-0.27217,1.13553,7.0
6805,2005-07-11,,,,2005,7,11,,1.07344,-0.37416,1.13678,7.0
6806,2005-07-12,,,,2005,7,12,,1.05014,-0.46493,1.14846,7.0
6807,2005-07-13,,,,2005,7,13,,1.01819,-0.56066,1.16235,7.0
6808,2005-07-14,,,,2005,7,14,,0.90525,-0.71394,1.1529,7.0
6809,2005-07-15,,,,2005,7,15,,0.64759,-0.6843,0.94215,8.0
6810,2005-07-16,,,,2005,7,16,,0.41977,-0.50267,0.65489,8.0
6811,2005-07-17,,,,2005,7,17,,0.16394,-0.37669,0.41081,8.0
6812,2005-07-18,,,,2005,7,18,,-0.03996,-0.21828,0.22191,1.0
6813,2005-07-19,,,,2005,7,19,,-0.21975,0.03629,0.22272,3.0
6814,2005-07-20,,,,2005,7,20,,-0.35018,0.24956,0.43001,3.0
6815,2005-07-21,,,,2005,7,21,,-0.48544,0.50013,0.69698,4.0
6816,2005-07-22,,,,2005,7,22,,-0.72118,0.76362,1.05034,4.0
6817,2005-07-23,,,,2005,7,23,,-1.00815,1.03107,1.44204,4.0
6818,2005-07-24,,,,2005,7,24,,-1.20061,1.14871,1.66163,3.0
6819,2005-07-25,,,,2005,7,25,,-1.3405,1.11487,1.74352,3.0
6820,2005-07-26,,,,2005,7,26,,-1.38229,1.05669,1.73992,3.0
6821,2005-07-27,,,,2005,7,27,,-1.466,0.93049,1.73637,3.0
6822,2005-07-28,,,,2005,7,28,,-1.55885,0.7338,1.72292,3.0
6823,2005-07-29,,,,2005,7,29,,-1.62399,0.48995,1.69629,3.0
6824,2005-07-30,,,,2005,7,30,,-1.68928,0.2165,1.7031,3.0
6825,2005-07-31,,,,2005,7,31,,-1.61645,-0.03759,1.61689,2.0
6826,2005-08-01,-0.97,-0.149,0.026,2005,8,1,,-1.40263,-0.21954,1.4197,2.0
6827,2005-08-02,,,,2005,8,2,,-1.28562,-0.42666,1.35457,2.0
6828,2005-08-03,,,,2005,8,3,,-1.33061,-0.59157,1.45619,2.0
6829,2005-08-04,,,,2005,8,4,,-1.32107,-0.7146,1.50196,2.0
6830,2005-08-05,,,,2005,8,5,,-1.2629,-0.83998,1.51674,2.0
6831,2005-08-06,,,,2005,8,6,,-1.19572,-0.95914,1.53288,2.0
6832,2005-08-07,,,,2005,8,7,,-1.11609,-1.00839,1.50416,2.0
6833,2005-08-08,,,,2005,8,8,,-0.98459,-1.01141,1.41151,1.0
6834,2005-08-09,,,,2005,8,9,,-0.81333,-0.98677,1.27875,1.0
6835,2005-08-10,,,,2005,8,10,,-0.70993,-0.95755,1.19201,1.0
6836,2005-08-11,,,,2005,8,11,,-0.5624,-0.90496,1.06548,1.0
6837,2005-08-12,,,,2005,8,12,,-0.26648,-0.84938,0.8902,1.0
6838,2005-08-13,,,,2005,8,13,,0.02977,-0.81299,0.81353,8.0
6839,2005-08-14,,,,2005,8,14,,0.24349,-0.74253,0.78144,8.0
6840,2005-08-15,,,,2005,8,15,,0.4872,-0.59115,0.76604,8.0
6841,2005-08-16,,,,2005,8,16,,0.74658,-0.49427,0.89537,7.0
6842,2005-08-17,,,,2005,8,17,,0.91958,-0.49013,1.04205,7.0
6843,2005-08-18,,,,2005,8,18,,0.94209,-0.42569,1.0338,7.0
6844,2005-08-19,,,,2005,8,19,,0.97768,-0.31576,1.02741,7.0
6845,2005-08-20,,,,2005,8,20,,1.08229,-0.19651,1.09998,7.0
6846,2005-08-21,,,,2005,8,21,,1.11747,-0.09451,1.12146,7.0
6847,2005-08-22,,,,2005,8,22,,1.03032,-0.00277,1.03032,7.0
6848,2005-08-23,,,,2005,8,23,,0.99021,0.10916,0.99621,6.0
6849,2005-08-24,,,,2005,8,24,,0.9555,0.13264,0.96466,6.0
6850,2005-08-25,,,,2005,8,25,,0.92011,0.11303,0.92703,6.0
6851,2005-08-26,,,,2005,8,26,,0.884,0.10249,0.88993,6.0
6852,2005-08-27,,,,2005,8,27,,0.94597,0.04575,0.94708,6.0
6853,2005-08-28,,,,2005,8,28,,1.0768,-0.04279,1.07765,7.0
6854,2005-08-29,,,,2005,8,29,,1.06692,-0.00654,1.06694,7.0
6855,2005-08-30,,,,2005,8,30,,1.0579,0.05054,1.05911,6.0
6856,2005-08-31,,,,2005,8,31,,1.09223,0.10859,1.09761,6.0
6857,2005-09-01,0.34,-0.814,0.802,2005,9,1,,1.11876,0.16902,1.13146,6.0
6858,2005-09-02,,,,2005,9,2,,0.99769,0.2316,1.02422,6.0
6859,2005-09-03,,,,2005,9,3,,0.72061,0.42269,0.83544,6.0
6860,2005-09-04,,,,2005,9,4,,0.40468,0.67724,0.78894,5.0
6861,2005-09-05,,,,2005,9,5,,0.06262,0.88377,0.88599,5.0
6862,2005-09-06,,,,2005,9,6,,-0.29828,1.05306,1.09449,4.0
6863,2005-09-07,,,,2005,9,7,,-0.61541,1.14154,1.29686,4.0
6864,2005-09-08,,,,2005,9,8,,-0.95921,1.15309,1.4999,4.0
6865,2005-09-09,,,,2005,9,9,,-1.33484,1.10284,1.73149,3.0
6866,2005-09-10,,,,2005,9,10,,-1.6673,0.99847,1.94341,3.0
6867,2005-09-11,,,,2005,9,11,,-1.87459,0.90022,2.07954,3.0
6868,2005-09-12,,,,2005,9,12,,-1.95318,0.70618,2.07692,3.0
6869,2005-09-13,,,,2005,9,13,,-2.0009,0.44017,2.04875,3.0
6870,2005-09-14,,,,2005,9,14,,-2.0072,0.1744,2.01476,3.0
6871,2005-09-15,,,,2005,9,15,,-1.97494,-0.05281,1.97564,2.0
6872,2005-09-16,,,,2005,9,16,,-1.85849,-0.28243,1.87983,2.0
6873,2005-09-17,,,,2005,9,17,,-1.6963,-0.51511,1.77279,2.0
6874,2005-09-18,,,,2005,9,18,,-1.51453,-0.71984,1.67689,2.0
6875,2005-09-19,,,,2005,9,19,,-1.31381,-0.85432,1.56715,2.0
6876,2005-09-20,,,,2005,9,20,,-1.06459,-0.98968,1.45356,2.0
6877,2005-09-21,,,,2005,9,21,,-0.85214,-0.99237,1.30803,1.0
6878,2005-09-22,,,,2005,9,22,,-0.60551,-0.89089,1.07718,1.0
6879,2005-09-23,,,,2005,9,23,,-0.38865,-0.79759,0.88724,1.0
6880,2005-09-24,,,,2005,9,24,,-0.18518,-0.7311,0.75419,1.0
6881,2005-09-25,,,,2005,9,25,,0.01931,-0.6738,0.67407,8.0
6882,2005-09-26,,,,2005,9,26,,0.18002,-0.55962,0.58786,8.0
6883,2005-09-27,,,,2005,9,27,,0.34888,-0.4073,0.53629,8.0
6884,2005-09-28,,,,2005,9,28,,0.47036,-0.35346,0.58837,7.0
6885,2005-09-29,,,,2005,9,29,,0.58808,-0.24467,0.63695,7.0
6886,2005-09-30,,,,2005,9,30,,0.70934,-0.22382,0.74381,7.0
6887,2005-10-01,1.12,-1.725,0.03,2005,10,1,,0.82498,-0.26075,0.86521,7.0
6888,2005-10-02,,,,2005,10,2,,0.96633,-0.33023,1.0212,7.0
6889,2005-10-03,,,,2005,10,3,,1.02988,-0.34692,1.08674,7.0
6890,2005-10-04,,,,2005,10,4,,1.05804,-0.30164,1.1002,7.0
6891,2005-10-05,,,,2005,10,5,,1.15698,-0.26131,1.18612,7.0
6892,2005-10-06,,,,2005,10,6,,1.33235,-0.21892,1.35021,7.0
6893,2005-10-07,,,,2005,10,7,,1.48516,-0.07591,1.4871,7.0
6894,2005-10-08,,,,2005,10,8,,1.53455,0.13958,1.54088,6.0
6895,2005-10-09,,,,2005,10,9,,1.60256,0.41605,1.65568,6.0
6896,2005-10-10,,,,2005,10,10,,1.63143,0.7051,1.77728,6.0
6897,2005-10-11,,,,2005,10,11,,1.51335,0.9428,1.78301,6.0
6898,2005-10-12,,,,2005,10,12,,1.41634,1.1552,1.82771,6.0
6899,2005-10-13,,,,2005,10,13,,1.26325,1.26087,1.78482,6.0
6900,2005-10-14,,,,2005,10,14,,1.09416,1.35088,1.73841,5.0
6901,2005-10-15,,,,2005,10,15,,0.92514,1.40728,1.68414,5.0
6902,2005-10-16,,,,2005,10,16,,0.80409,1.44191,1.65096,5.0
6903,2005-10-17,,,,2005,10,17,,0.72665,1.41753,1.59292,5.0
6904,2005-10-18,,,,2005,10,18,,0.68035,1.33537,1.49869,5.0
6905,2005-10-19,,,,2005,10,19,,0.61049,1.24344,1.38522,5.0
6906,2005-10-20,,,,2005,10,20,,0.58625,1.19641,1.33232,5.0
6907,2005-10-21,,,,2005,10,21,,0.40755,1.1749,1.24358,5.0
6908,2005-10-22,,,,2005,10,22,,0.2404,1.13991,1.16499,5.0
6909,2005-10-23,,,,2005,10,23,,0.0404,1.06495,1.06572,5.0
6910,2005-10-24,,,,2005,10,24,,-0.13732,0.95821,0.968,4.0
6911,2005-10-25,,,,2005,10,25,,-0.2731,0.7808,0.82718,4.0
6912,2005-10-26,,,,2005,10,26,,-0.385,0.67111,0.7737,4.0
6913,2005-10-27,,,,2005,10,27,,-0.49189,0.68994,0.84733,4.0
6914,2005-10-28,,,,2005,10,28,,-0.61022,0.76547,0.97893,4.0
6915,2005-10-29,,,,2005,10,29,,-0.63483,0.86144,1.07009,4.0
6916,2005-10-30,,,,2005,10,30,,-0.60902,0.89634,1.08367,4.0
6917,2005-10-31,,,,2005,10,31,,-0.61573,0.91446,1.10244,4.0
6918,2005-11-01,-0.42,-1.738,0.228,2005,11,1,,-0.6383,0.86389,1.07411,4.0
6919,2005-11-02,,,,2005,11,2,,-0.65468,0.76421,1.00629,4.0
6920,2005-11-03,,,,2005,11,3,,-0.71268,0.68672,0.98969,3.0
6921,2005-11-04,,,,2005,11,4,,-0.82715,0.54062,0.98815,3.0
6922,2005-11-05,,,,2005,11,5,,-0.98477,0.23719,1.01293,3.0
6923,2005-11-06,,,,2005,11,6,,-1.08203,-0.0116,1.08209,2.0
6924,2005-11-07,,,,2005,11,7,,-1.26959,-0.27357,1.29873,2.0
6925,2005-11-08,,,,2005,11,8,,-1.46791,-0.501,1.55105,2.0
6926,2005-11-09,,,,2005,11,9,,-1.54317,-0.71425,1.70045,2.0
6927,2005-11-10,,,,2005,11,10,,-1.49344,-0.785,1.68718,2.0
6928,2005-11-11,,,,2005,11,11,,-1.47923,-0.71054,1.64103,2.0
6929,2005-11-12,,,,2005,11,12,,-1.46296,-0.63477,1.59474,2.0
6930,2005-11-13,,,,2005,11,13,,-1.40577,-0.54342,1.50715,2.0
6931,2005-11-14,,,,2005,11,14,,-1.23483,-0.44171,1.31146,2.0
6932,2005-11-15,,,,2005,11,15,,-1.08436,-0.4237,1.16419,2.0
6933,2005-11-16,,,,2005,11,16,,-0.91521,-0.38096,0.99133,2.0
6934,2005-11-17,,,,2005,11,17,,-0.7548,-0.37421,0.84247,2.0
6935,2005-11-18,,,,2005,11,18,,-0.61862,-0.40298,0.7383,2.0
6936,2005-11-19,,,,2005,11,19,,-0.54495,-0.49188,0.73411,2.0
6937,2005-11-20,,,,2005,11,20,,-0.49562,-0.62326,0.7963,1.0
6938,2005-11-21,,,,2005,11,21,,-0.36372,-0.70675,0.79485,1.0
6939,2005-11-22,,,,2005,11,22,,-0.21074,-0.76127,0.7899,1.0
6940,2005-11-23,,,,2005,11,23,,-0.20744,-0.74439,0.77276,1.0
6941,2005-11-24,,,,2005,11,24,,-0.22682,-0.69145,0.7277,1.0
6942,2005-11-25,,,,2005,11,25,,-0.20289,-0.71156,0.73992,1.0
6943,2005-11-26,,,,2005,11,26,,-0.11371,-0.7087,0.71776,1.0
6944,2005-11-27,,,,2005,11,27,,-0.02063,-0.65791,0.65823,1.0
6945,2005-11-28,,,,2005,11,28,,0.0525,-0.55484,0.55732,8.0
6946,2005-11-29,,,,2005,11,29,,0.17682,-0.45619,0.48926,8.0
6947,2005-11-30,,,,2005,11,30,,0.21633,-0.32634,0.39153,8.0
6948,2005-12-01,0.01,-0.308,-2.104,2005,12,1,,0.23515,-0.16753,0.28872,7.0
6949,2005-12-02,,,,2005,12,2,,0.2497,-0.07081,0.25955,7.0
6950,2005-12-03,,,,2005,12,3,,0.2438,0.02842,0.24545,6.0
6951,2005-12-04,,,,2005,12,4,,0.25549,0.10256,0.27531,6.0
6952,2005-12-05,,,,2005,12,5,,0.23233,0.22396,0.3227,6.0
6953,2005-12-06,,,,2005,12,6,,0.24528,0.39974,0.46899,5.0
6954,2005-12-07,,,,2005,12,7,,0.36172,0.51091,0.626,5.0
6955,2005-12-08,,,,2005,12,8,,0.47659,0.64847,0.80477,5.0
6956,2005-12-09,,,,2005,12,9,,0.53536,0.75976,0.92944,5.0
6957,2005-12-10,,,,2005,12,10,,0.52907,0.83272,0.98658,5.0
6958,2005-12-11,,,,2005,12,11,,0.54801,0.84505,1.00719,5.0
6959,2005-12-12,,,,2005,12,12,,0.52311,0.8023,0.95777,5.0
6960,2005-12-13,,,,2005,12,13,,0.45715,0.88289,0.99423,5.0
6961,2005-12-14,,,,2005,12,14,,0.37676,0.93926,1.01201,5.0
6962,2005-12-15,,,,2005,12,15,,0.25796,0.96143,0.99544,5.0
6963,2005-12-16,,,,2005,12,16,,0.1004,0.92693,0.93235,5.0
6964,2005-12-17,,,,2005,12,17,,-0.09788,0.87165,0.87713,4.0
6965,2005-12-18,,,,2005,12,18,,-0.25669,0.78781,0.82857,4.0
6966,2005-12-19,,,,2005,12,19,,-0.31236,0.68262,0.75069,4.0
6967,2005-12-20,,,,2005,12,20,,-0.38623,0.58542,0.70135,4.0
6968,2005-12-21,,,,2005,12,21,,-0.44859,0.49844,0.67058,4.0
6969,2005-12-22,,,,2005,12,22,,-0.45921,0.32571,0.56299,3.0
6970,2005-12-23,,,,2005,12,23,,-0.45861,0.19788,0.49948,3.0
6971,2005-12-24,,,,2005,12,24,,-0.46496,0.04652,0.46728,3.0
6972,2005-12-25,,,,2005,12,25,,-0.54456,-0.07918,0.55029,2.0
6973,2005-12-26,,,,2005,12,26,,-0.56046,-0.19122,0.59219,2.0
6974,2005-12-27,,,,2005,12,27,,-0.47148,-0.29817,0.55786,2.0
6975,2005-12-28,,,,2005,12,28,,-0.43929,-0.35631,0.56563,2.0
6976,2005-12-29,,,,2005,12,29,,-0.39284,-0.30968,0.50023,2.0
6977,2005-12-30,,,,2005,12,30,,-0.27523,-0.30025,0.4073,1.0
6978,2005-12-31,,,,2005,12,31,,-0.12516,-0.35863,0.37984,1.0
6979,2006-01-01,1.29,0.404,-0.17,2006,1,1,,-0.03636,-0.46865,0.47006,1.0
6980,2006-01-02,,,,2006,1,2,,0.08114,-0.50963,0.51605,8.0
6981,2006-01-03,,,,2006,1,3,,0.28816,-0.56216,0.63171,8.0
6982,2006-01-04,,,,2006,1,4,,0.56759,-0.63102,0.84873,8.0
6983,2006-01-05,,,,2006,1,5,,0.73427,-0.72394,1.03113,7.0
6984,2006-01-06,,,,2006,1,6,,0.85689,-0.84264,1.20179,7.0
6985,2006-01-07,,,,2006,1,7,,0.97133,-1.02223,1.41012,8.0
6986,2006-01-08,,,,2006,1,8,,1.0344,-1.13764,1.5376,8.0
6987,2006-01-09,,,,2006,1,9,,1.01664,-1.08946,1.49012,8.0
6988,2006-01-10,,,,2006,1,10,,1.01957,-0.97254,1.40902,7.0
6989,2006-01-11,,,,2006,1,11,,0.85886,-0.8243,1.19043,7.0
6990,2006-01-12,,,,2006,1,12,,0.6522,-0.59543,0.88312,7.0
6991,2006-01-13,,,,2006,1,13,,0.32925,-0.29107,0.43946,7.0
6992,2006-01-14,,,,2006,1,14,,0.03381,0.02759,0.04364,6.0
6993,2006-01-15,,,,2006,1,15,,-0.21368,0.37186,0.42888,4.0
6994,2006-01-16,,,,2006,1,16,,-0.46228,0.76846,0.89679,4.0
6995,2006-01-17,,,,2006,1,17,,-0.6592,1.0911,1.27477,4.0
6996,2006-01-18,,,,2006,1,18,,-0.81817,1.27234,1.51269,4.0
6997,2006-01-19,,,,2006,1,19,,-0.91267,1.40442,1.67492,4.0
6998,2006-01-20,,,,2006,1,20,,-0.92193,1.42268,1.69528,4.0
6999,2006-01-21,,,,2006,1,21,,-0.9,1.35126,1.62355,4.0
7000,2006-01-22,,,,2006,1,22,,-0.94784,1.23989,1.56068,4.0
7001,2006-01-23,,,,2006,1,23,,-1.09389,1.08441,1.5403,3.0
7002,2006-01-24,,,,2006,1,24,,-1.27645,0.89925,1.5614,3.0
7003,2006-01-25,,,,2006,1,25,,-1.46231,0.64757,1.59928,3.0
7004,2006-01-26,,,,2006,1,26,,-1.63374,0.45324,1.69544,3.0
7005,2006-01-27,,,,2006,1,27,,-1.77743,0.3018,1.80287,3.0
7006,2006-01-28,,,,2006,1,28,,-2.00677,0.09863,2.0092,3.0
7007,2006-01-29,,,,2006,1,29,,-2.20076,-0.17605,2.20779,2.0
7008,2006-01-30,,,,2006,1,30,,-2.35537,-0.44605,2.39723,2.0
7009,2006-01-31,,,,2006,1,31,,-2.36793,-0.74358,2.48194,2.0
7010,2006-02-01,-0.12,0.388,-0.156,2006,2,1,,-2.2684,-1.03215,2.49218,2.0
7011,2006-02-02,,,,2006,2,2,,-2.07894,-1.34756,2.47748,2.0
7012,2006-02-03,,,,2006,2,3,,-1.77498,-1.68585,2.44799,2.0
7013,2006-02-04,,,,2006,2,4,,-1.43289,-2.01209,2.47016,1.0
7014,2006-02-05,,,,2006,2,5,,-1.07997,-2.29635,2.53763,1.0
7015,2006-02-06,,,,2006,2,6,,-0.66076,-2.46734,2.55429,1.0
7016,2006-02-07,,,,2006,2,7,,-0.18221,-2.51322,2.51982,1.0
7017,2006-02-08,,,,2006,2,8,,0.13897,-2.51688,2.52071,8.0
7018,2006-02-09,,,,2006,2,9,,0.36288,-2.42346,2.45048,8.0
7019,2006-02-10,,,,2006,2,10,,0.56644,-2.26561,2.33535,8.0
7020,2006-02-11,,,,2006,2,11,,0.7284,-2.0515,2.17697,8.0
7021,2006-02-12,,,,2006,2,12,,0.7662,-1.8286,1.98263,8.0
7022,2006-02-13,,,,2006,2,13,,0.76143,-1.59543,1.76781,8.0
7023,2006-02-14,,,,2006,2,14,,0.86595,-1.35385,1.6071,8.0
7024,2006-02-15,,,,2006,2,15,,1.03808,-1.14826,1.54794,8.0
7025,2006-02-16,,,,2006,2,16,,1.10281,-0.96362,1.4645,7.0
7026,2006-02-17,,,,2006,2,17,,1.22297,-0.80023,1.46152,7.0
7027,2006-02-18,,,,2006,2,18,,1.39103,-0.70595,1.55991,7.0
7028,2006-02-19,,,,2006,2,19,,1.56754,-0.62777,1.68857,7.0
7029,2006-02-20,,,,2006,2,20,,1.79425,-0.56837,1.88212,7.0
7030,2006-02-21,,,,2006,2,21,,2.11647,-0.42874,2.15946,7.0
7031,2006-02-22,,,,2006,2,22,,2.40683,-0.25096,2.41988,7.0
7032,2006-02-23,,,,2006,2,23,,2.54276,0.0642,2.54357,6.0
7033,2006-02-24,,,,2006,2,24,,2.52931,0.44278,2.56777,6.0
7034,2006-02-25,,,,2006,2,25,,2.4355,0.84603,2.57826,6.0
7035,2006-02-26,,,,2006,2,26,,2.26915,1.16902,2.55258,6.0
7036,2006-02-27,,,,2006,2,27,,2.08553,1.27912,2.44655,6.0
7037,2006-02-28,,,,2006,2,28,,1.94756,1.2717,2.32598,6.0
7038,2006-03-01,1.32,-0.308,-1.604,2006,3,1,,1.71194,1.17192,2.07464,6.0
7039,2006-03-02,,,,2006,3,2,,1.39386,1.12114,1.7888,6.0
7040,2006-03-03,,,,2006,3,3,,1.09516,1.04541,1.51402,6.0
7041,2006-03-04,,,,2006,3,4,,0.86112,0.91599,1.25721,5.0
7042,2006-03-05,,,,2006,3,5,,0.5795,0.8242,1.00753,5.0
7043,2006-03-06,,,,2006,3,6,,0.28325,0.77491,0.82506,5.0
7044,2006-03-07,,,,2006,3,7,,0.03444,0.74789,0.74868,5.0
7045,2006-03-08,,,,2006,3,8,,-0.07295,0.82034,0.82358,4.0
7046,2006-03-09,,,,2006,3,9,,-0.13472,0.85463,0.86518,4.0
7047,2006-03-10,,,,2006,3,10,,-0.10649,0.84374,0.85043,4.0
7048,2006-03-11,,,,2006,3,11,,-0.03031,0.83805,0.8386,4.0
7049,2006-03-12,,,,2006,3,12,,0.08105,0.87913,0.88286,5.0
7050,2006-03-13,,,,2006,3,13,,0.16321,0.98496,0.99839,5.0
7051,2006-03-14,,,,2006,3,14,,0.25866,1.07082,1.10162,5.0
7052,2006-03-15,,,,2006,3,15,,0.34827,1.10545,1.15901,5.0
7053,2006-03-16,,,,2006,3,16,,0.42268,1.21404,1.28551,5.0
7054,2006-03-17,,,,2006,3,17,,0.50936,1.27991,1.37754,5.0
7055,2006-03-18,,,,2006,3,18,,0.59462,1.33846,1.4646,5.0
7056,2006-03-19,,,,2006,3,19,,0.66784,1.35742,1.51281,5.0
7057,2006-03-20,,,,2006,3,20,,0.68197,1.27569,1.44654,5.0
7058,2006-03-21,,,,2006,3,21,,0.63855,1.17539,1.33765,5.0
7059,2006-03-22,,,,2006,3,22,,0.63562,1.1536,1.31712,5.0
7060,2006-03-23,,,,2006,3,23,,0.60556,1.13037,1.28236,5.0
7061,2006-03-24,,,,2006,3,24,,0.51428,1.1447,1.25492,5.0
7062,2006-03-25,,,,2006,3,25,,0.42332,1.14909,1.22458,5.0
7063,2006-03-26,,,,2006,3,26,,0.20283,1.17588,1.19325,5.0
7064,2006-03-27,,,,2006,3,27,,0.04256,1.29248,1.29319,5.0
7065,2006-03-28,,,,2006,3,28,,-0.05817,1.39078,1.392,4.0
7066,2006-03-29,,,,2006,3,29,,-0.17133,1.49959,1.50935,4.0
7067,2006-03-30,,,,2006,3,30,,-0.27355,1.53908,1.5632,4.0
7068,2006-03-31,,,,2006,3,31,,-0.43824,1.50349,1.56606,4.0
7069,2006-04-01,1.17,-0.336,0.138,2006,4,1,,-0.55293,1.36328,1.47115,4.0
7070,2006-04-02,,,,2006,4,2,,-0.65094,1.12926,1.30344,4.0
7071,2006-04-03,,,,2006,4,3,,-0.72286,0.87953,1.13846,4.0
7072,2006-04-04,,,,2006,4,4,,-0.7144,0.661,0.97329,3.0
7073,2006-04-05,,,,2006,4,5,,-0.76523,0.38271,0.85559,3.0
7074,2006-04-06,,,,2006,4,6,,-0.83841,0.06507,0.84093,3.0
7075,2006-04-07,,,,2006,4,7,,-0.78609,-0.28781,0.83713,2.0
7076,2006-04-08,,,,2006,4,8,,-0.65113,-0.5687,0.86452,2.0
7077,2006-04-09,,,,2006,4,9,,-0.52352,-0.77281,0.93344,1.0
7078,2006-04-10,,,,2006,4,10,,-0.4271,-0.82444,0.9285,1.0
7079,2006-04-11,,,,2006,4,11,,-0.3023,-0.80207,0.85714,1.0
7080,2006-04-12,,,,2006,4,12,,-0.19977,-0.77525,0.80058,1.0
7081,2006-04-13,,,,2006,4,13,,-0.15985,-0.77011,0.78653,1.0
7082,2006-04-14,,,,2006,4,14,,-0.10773,-0.66395,0.67264,1.0
7083,2006-04-15,,,,2006,4,15,,0.00177,-0.48269,0.4827,8.0
7084,2006-04-16,,,,2006,4,16,,0.15831,-0.23911,0.28676,8.0
7085,2006-04-17,,,,2006,4,17,,0.31121,-0.02801,0.31246,7.0
7086,2006-04-18,,,,2006,4,18,,0.44939,0.1371,0.46984,6.0
7087,2006-04-19,,,,2006,4,19,,0.55362,0.26802,0.61508,6.0
7088,2006-04-20,,,,2006,4,20,,0.59078,0.41692,0.72308,6.0
7089,2006-04-21,,,,2006,4,21,,0.59451,0.53833,0.80202,6.0
7090,2006-04-22,,,,2006,4,22,,0.53178,0.57677,0.78451,5.0
7091,2006-04-23,,,,2006,4,23,,0.38345,0.54016,0.66242,5.0
7092,2006-04-24,,,,2006,4,24,,0.14414,0.44333,0.46618,5.0
7093,2006-04-25,,,,2006,4,25,,-0.13989,0.31426,0.34399,4.0
7094,2006-04-26,,,,2006,4,26,,-0.43379,0.22781,0.48997,3.0
7095,2006-04-27,,,,2006,4,27,,-0.69204,0.13607,0.70529,3.0
7096,2006-04-28,,,,2006,4,28,,-0.93379,-0.01049,0.93385,2.0
7097,2006-04-29,,,,2006,4,29,,-1.14071,-0.17054,1.15338,2.0
7098,2006-04-30,,,,2006,4,30,,-1.3309,-0.34695,1.37538,2.0
7099,2006-05-01,-0.96,-0.163,0.156,2006,5,1,,-1.44056,-0.42969,1.50328,2.0
7100,2006-05-02,,,,2006,5,2,,-1.43536,-0.51061,1.52348,2.0
7101,2006-05-03,,,,2006,5,3,,-1.38768,-0.63992,1.52812,2.0
7102,2006-05-04,,,,2006,5,4,,-1.40633,-0.77975,1.60803,2.0
7103,2006-05-05,,,,2006,5,5,,-1.40336,-0.94718,1.69309,2.0
7104,2006-05-06,,,,2006,5,6,,-1.38816,-1.11614,1.78122,2.0
7105,2006-05-07,,,,2006,5,7,,-1.34799,-1.28186,1.86017,2.0
7106,2006-05-08,,,,2006,5,8,,-1.30096,-1.42678,1.93085,1.0
7107,2006-05-09,,,,2006,5,9,,-1.2228,-1.57113,1.9909,1.0
7108,2006-05-10,,,,2006,5,10,,-1.05091,-1.70694,2.00451,1.0
7109,2006-05-11,,,,2006,5,11,,-0.86088,-1.80127,1.99642,1.0
7110,2006-05-12,,,,2006,5,12,,-0.6112,-1.71688,1.82243,1.0
7111,2006-05-13,,,,2006,5,13,,-0.21838,-1.58275,1.59775,1.0
